0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,mean
0.0,-0.08333333333333334,0.35,0.0,0.0,0.06888888888888892,0.0,0.13999999999999999,0.0,0.0,-0.2625,0.0,0.125,0.0,0.6,0.13636363636363635,0.0,0.0,0.0,-0.15000000000000002,0.0,0.0,0.13636363636363635,0.0,0.042857142857142844,0.04414559884559885
0.6,0.0,0.0,0.25,0.0,0.4166666666666667,0.0,0.0,-0.5,0.0,0.12857142857142856,0.0,-0.5,0.0,0.0,0.0,-0.09999999999999999,0.0,-0.2318181818181818,-0.09999999999999999,0.0,0.0,0.019999999999999983,0.06666666666666667,0.0,0.0020034632034632033
-0.1,0.0,-0.0666666666666667,0.13636363636363635,0.0,0.008928571428571425,0.0,0.0,-0.1,0.008333333333333331,0.0,0.35,0.65,0.0,0.16666666666666666,0.0,0.05000000000000001,0.0,0.13636363636363635,0.0,0.25,0.275,0.06818181818181818,0.0,0.0,0.07332683982683982
-0.1,0.14285714285714285,0.0,0.0,0.25,0.3,0.0,-0.012121212121212116,0.5,0.0,0.5,0.0,0.0,0.0,-0.225,0.05,-0.08333333333333333,0.0,-0.1111111111111111,0.2,0.0,0.0,0.039999999999999994,-0.16666666666666666,-0.25,0.04138499278499279
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.15,0.0,-0.225,-0.1,0.0,0.0,0.0,0.0,0.18409090909090908,-0.05,0.0,0.0,0.0,0.0,0.0625,-0.05,-0.1,0.13636363636363635,-0.8,0.0,-0.5,-0.2,0.0,0.0,-0.05968181818181819
-0.7,0.0,0.0,0.2,0.0,0.0,-0.13333333333333333,0.0,0.10000000000000002,0.08,-0.15000000000000002,-0.21666666666666665,0.0,0.125,0.3,0.0,0.0,0.05833333333333334,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.006533333333333333
0.0,0.13636363636363635,0.0,0.0,0.0,0.0,0.0,-0.3333333333333333,0.0,0.19375,0.0,-0.016666666666666663,0.13636363636363635,0.5,0.0,0.75,0.0763888888888889,0.7,-0.2,0.0,0.26,0.0,0.0,0.0,0.0,0.08811464646464646
-0.2,-0.0666666666666667,0.0,0.2,0.0,0.0,0.11818181818181818,0.0,0.0,0.06818181818181818,0.4,0.0,0.08333333333333333,0.014898989898989893,0.17083333333333334,0.125,0.0,0.0,0.0,-0.1,-0.03181818181818183,0.0,0.1,0.0,0.06818181818181818,0.0380050505050505
0.13636363636363635,-0.19444444444444445,0.0,0.0,0.0619047619047619,0.0,-0.05555555555555556,0.0,-0.05,0.13333333333333333,0.0,0.0,0.14285714285714285,0.17037037037037037,0.0,0.0,0.19444444444444445,0.25,-0.4,-0.07500000000000001,0.5,-0.03787878787878788,0.0,0.0,0.0,0.03105579605579605
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.08333333333333333,0.0,0.0,-0.1,-0.5,-0.07777777777777779,-0.05555555555555556,-0.3,-0.07142857142857142,0.0,0.0,0.2,0.25,0.0,0.0,0.8,-0.04,0.23333333333333336,-0.03106060606060606,-0.1,-0.125,0.13636363636363635,0.13636363636363635,0.12878787878787878,0.0,0.02269437229437229
0.07500000000000001,0.0,0.0,0.0,0.0,0.0,0.0,-0.05,0.25,-0.2,0.012500000000000011,-0.3,0.4,0.05844155844155844,0.1,-0.30000000000000004,0.0,0.0,0.1,0.4,0.0,0.1375,0.1,-0.4333333333333333,0.0,0.01400432900432901
0.34375,0.0,0.0,-0.13333333333333333,0.24318181818181817,0.13333333333333336,0.0,0.25,0.0,0.25,0.21212121212121213,0.016666666666666666,-0.11666666666666665,-0.13352272727272727,0.0,0.0,0.0,-0.5,0.0,-0.3,0.0,0.0,-0.16666666666666666,-0.075,-0.2,-0.007045454545454542
0.1,0.0,0.0,-0.025,0.014814814814814808,-0.19999999999999998,0.0,0.09999999999999999,-0.125,0.2119047619047619,0.0,-0.06666666666666667,0.0,-0.5,0.0,-0.31666666666666665,0.0,-0.1,0.3,0.06666666666666668,-0.0625,0.0,0.1,0.0,0.0,-0.020097883597883594
0.5,0.0,0.5,0.0,0.0,-0.30000000000000004,0.024999999999999994,-0.3,-1.0,0.0,0.05,0.04545454545454545,0.08333333333333334,0.0,0.08333333333333334,0.027777777777777752,-0.3875,-0.2,0.0,0.0,0.0,-0.30000000000000004,0.3181818181818182,0.13636363636363635,0.15,-0.02272222222222222
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
