Input Price,Sentiment,Output Price
34.130001,0.00969997,35.099998
35.099998,0.01140004,36.240002
36.240002,-0.00320004,35.919998
35.919998,0.00990002,36.91
36.91,-0.00349999,36.560001
36.560001,0.00759999,37.32
37.32,0.00080002,37.400002
37.400002,0.00689998,38.09
38.09,0.00740002,38.830002
38.830002,0.01629997,40.459999
40.459999,0.0043,40.889999
40.889999,-0.00819999,40.07
40.07,-0.00169998,39.900002
39.900002,0.00469997,40.369999
40.369999,-0.0182,38.549999
38.549999,-0.005,38.049999
38.049999,0.00260002,38.310001
38.310001,0.00439999,38.75
38.75,0.0034,39.09
39.09,-0.00150001,38.939999
38.939999,0.00740001,39.68
39.68,0.003,39.98
39.98,0.00189998,40.169998
40.169998,-0.00079998,40.09
40.09,-0.00599998,39.490002
39.490002,-0.01290001,38.200001
38.200001,0.0052,38.720001
38.720001,0.01099999,39.82
39.82,-0.00770001,39.049999
39.049999,0.00780003,39.830002
39.830002,0.00609997,40.439999
40.439999,0.00560001,41
41,-0.00950001,40.049999
40.049999,-0.00040001,40.009998
40.009998,-0.01059997,38.950001
38.950001,0.00439998,39.389999
39.389999,0.00130001,39.52
39.52,-0.0059,38.93
38.93,0.0332,42.25
42.25,0.02380001,44.630001
44.630001,0.00189999,44.82
44.82,0.00150001,44.970001
44.970001,-0.0068,44.290001
44.290001,0.00229999,44.52
44.52,-0.02380001,42.139999
42.139999,-0.00369999,41.77
41.77,-0.00720001,41.049999
41.049999,0.01270001,42.32
42.32,-0.0048,41.84
41.84,-0.00200001,41.639999
41.639999,0.0066,42.299999
42.299999,0.00299999,42.599998
42.599998,0.01950001,44.549999
44.549999,0.00030003,44.580002
44.580002,-0.00620003,43.959999
43.959999,-0.01599998,42.360001
42.360001,-0.01200001,41.16
41.16,-0.00779999,40.380001
40.380001,0.00559998,40.939999
40.939999,0.00400001,41.34
41.34,0.00970001,42.310001
42.310001,-0.0009,42.220001
42.220001,0.01,43.220001
43.220001,-0.00740001,42.48
42.48,-0.00599999,41.880001
41.880001,-0.06130001,35.75
35.75,-0.00029999,35.720001
35.720001,-0.00030002,35.689999
35.689999,0.0061,36.299999
36.299999,-0.0041,35.889999
35.889999,-0.0011,35.779999
35.779999,0,35.779999
35.779999,0.0025,36.029999
36.029999,0.0011,36.139999
36.139999,-0.00479999,35.66
35.66,0.00029999,35.689999
35.689999,-0.00379998,35.310001
35.310001,-0.0059,34.720001
34.720001,-0.00580002,34.139999
34.139999,0.0055,34.689999
34.689999,0.00300003,34.990002
34.990002,0.00189998,35.18
35.18,0.00209999,35.389999
35.389999,0.00110001,35.5
35.5,0.00150002,35.650002
35.650002,0.00199996,35.849998
35.849998,0.00470002,36.32
36.32,-0.00489998,35.830002
35.830002,-0.0043,35.400002
35.400002,-0.00490002,34.91
34.91,-0.0016,34.75
34.75,-0.00150002,34.599998
34.599998,-0.00419998,34.18
34.18,-0.00310001,33.869999
33.869999,0.00100002,33.970001
33.970001,0.00189999,34.16
34.16,-0.00490002,33.669998
33.669998,-0.00519996,33.150002
33.150002,0.00029998,33.18
33.18,-0.00299999,32.880001
32.880001,0.00509998,33.389999
33.389999,0.00040001,33.43
33.43,0.0089,34.32
34.32,-0.0005,34.27
34.27,-0.00260002,34.009998
34.009998,0.00990002,35
35,0.00279999,35.279999
35.279999,-0.00459999,34.82
34.82,0.00080002,34.900002
34.900002,-0.00300004,34.599998
34.599998,0,34.599998
34.599998,0.00030003,34.630001
34.630001,-0.00330002,34.299999
34.299999,-0.00329998,33.970001
33.970001,-0.00950001,33.02
33.02,-0.0002,33
33,-0.00220001,32.779999
32.779999,0.00470001,33.25
33.25,0.0048,33.73
33.73,-0.00689999,33.040001
33.040001,0.00489998,33.529999
33.529999,-0.0082,32.709999
32.709999,-0.0099,31.719999
31.719999,0.00800001,32.52
32.52,-0.00159999,32.360001
32.360001,0.00739997,33.099998
33.099998,0.00110001,33.209999
33.209999,0.0075,33.959999
33.959999,0,33.959999
33.959999,0.00560001,34.52
34.52,0.00119999,34.639999
34.639999,-0.00409999,34.23
34.23,-0.0041,33.82
33.82,0.00029998,33.849998
33.849998,0.00050004,33.900002
33.900002,0.00639999,34.540001
34.540001,0.00189999,34.73
34.73,0.00600002,35.330002
35.330002,0.00259998,35.59
35.59,-0.0009,35.5
35.5,0.0018,35.68
35.68,-0.00139999,35.540001
35.540001,-0.00290001,35.25
35.25,0.00200001,35.450001
35.450001,0.00049999,35.5
35.5,9.998E-05,35.509998
35.509998,0.00990002,36.5
36.5,-0.0009,36.41
36.41,-0.0082,35.59
35.59,0.0018,35.77
35.77,-0.00420002,35.349998
35.349998,-0.00519996,34.830002
34.830002,0.00369999,35.200001
35.200001,-0.0025,34.950001
34.950001,-0.00080002,34.869999
34.869999,0.00170002,35.040001
35.040001,0.00200001,35.240002
35.240002,0.0034,35.580002
35.580002,-0.00270001,35.310001
35.310001,0.00379998,35.689999
35.689999,-0.00309998,35.380001
35.380001,-0.0016,35.220001
35.220001,0.00209999,35.43
35.43,-0.0041,35.02
35.02,-0.0052,34.5
34.5,-0.00790001,33.709999
33.709999,-0.00360001,33.349998
33.349998,-0.00259998,33.09
33.09,-0.0018,32.91
32.91,0.01170002,34.080002
34.080002,-0.00020001,34.060001
34.060001,-0.00100002,33.959999
33.959999,0.00780003,34.740002
34.740002,0.00849998,35.59
35.59,0.00720001,36.310001
36.310001,0.00199997,36.509998
36.509998,0.00680001,37.189999
37.189999,-0.00039997,37.150002
37.150002,0.00039997,37.189999
37.189999,0.00979999,38.169998
38.169998,0,38.169998
38.169998,-0.00219997,37.950001
37.950001,0,37.950001
37.950001,0,37.950001
37.950001,-0.00209999,37.740002
37.740002,0.0591,43.650002
43.650002,0.02029998,45.68
45.68,-0.00529998,45.150002
45.150002,-0.00220002,44.93
44.93,0.01579998,46.509998
46.509998,-0.00399997,46.110001
46.110001,-0.00650002,45.459999
45.459999,-0.00189999,45.27
45.27,0.0039,45.66
45.66,0.0027,45.93
45.93,-0.01170002,44.759998
44.759998,0.00450001,45.209999
45.209999,-0.01009998,44.200001
44.200001,0.0084,45.040001
45.040001,-0.00770001,44.27
44.27,-0.00150001,44.119999
44.119999,-0.00389999,43.73
43.73,-9.999E-05,43.720001
43.720001,0.00049999,43.77
43.77,-0.00350002,43.419998
43.419998,-0.01049999,42.369999
42.369999,-0.00059998,42.310001
42.310001,0.00059998,42.369999
42.369999,0.00420002,42.790001
42.790001,-0.00299999,42.490002
42.490002,0.00209999,42.700001
42.700001,-0.00860001,41.84
41.84,-0.00330002,41.509998
41.509998,0.02110001,43.619999
43.619999,0.00110001,43.73
43.73,-0.00770001,42.959999
42.959999,-9.998E-05,42.950001
42.950001,0.01549999,44.5
44.5,-0.0057,43.93
43.93,-0.00830002,43.099998
43.099998,-0.00389999,42.709999
42.709999,0.0009,42.799999
42.799999,-0.00049999,42.75
42.75,-0.00880001,41.869999
41.869999,-0.00619999,41.25
41.25,0.00830002,42.080002
42.080002,0.00109997,42.189999
42.189999,0.01150001,43.34
43.34,-0.0018,43.16
43.16,0.00209999,43.369999
43.369999,0.01420002,44.790001
44.790001,0.00509998,45.299999
45.299999,0.00709999,46.009998
46.009998,-0.01079998,44.93
44.93,-0.00439998,44.490002
44.490002,-0.00480004,44.009998
44.009998,-0.00289997,43.720001
43.720001,0.00039997,43.759998
43.759998,-0.00359996,43.400002
43.400002,-0.00850003,42.549999
42.549999,0.0007,42.619999
42.619999,0.01170002,43.790001
43.790001,0.01229999,45.02
45.02,-0.00369998,44.650002
44.650002,0.01209999,45.860001
45.860001,-0.00850003,45.009998
45.009998,0.00940003,45.950001
45.950001,0.00979999,46.93
46.93,-0.00760002,46.169998
46.169998,-0.06419998,39.75
39.75,-0.00689999,39.060001
39.060001,-0.0011,38.950001
38.950001,0.0091,39.860001
39.860001,0.00509998,40.369999
40.369999,0.00380001,40.75
40.75,0.00810001,41.560001
41.560001,-0.00470001,41.09
41.09,0.00299999,41.389999
41.389999,0.00560002,41.950001
41.950001,-0.00549999,41.400002
41.400002,0.00779998,42.18
42.18,0.005,42.68
42.68,-0.00150001,42.529999
42.529999,0.01920002,44.450001
44.450001,0.00849998,45.299999
45.299999,0.01440003,46.740002
46.740002,0.01239998,47.98
47.98,0.00010002,47.990002
47.990002,0.00859996,48.849998
48.849998,-0.00609996,48.240002
48.240002,-0.00180001,48.060001
48.060001,0.00289997,48.349998
48.349998,0.00200001,48.549999
48.549999,-0.0009,48.459999
48.459999,0.00540001,49
49,0.00060001,49.060001
49.060001,-0.00229999,48.830002
48.830002,0.00429996,49.259998
49.259998,-0.00429996,48.830002
48.830002,-0.00480004,48.349998
48.349998,0.00390004,48.740002
48.740002,0.00329998,49.07
49.07,0.0043,49.5
49.5,-0.0009,49.41
49.41,0.0007,49.48
49.48,-0.00270001,49.209999
49.209999,-0.0084,48.369999
48.369999,-0.0023,48.139999
48.139999,0.00830002,48.970001
48.970001,0.0025,49.220001
49.220001,0,49.220001
49.220001,-0.0066,48.560001
48.560001,-0.005,48.060001
48.060001,-0.00069999,47.990002
47.990002,-0.0084,47.150002
47.150002,0.0043,47.580002
47.580002,-0.00330002,47.25
47.25,0.00400002,47.650002
47.650002,0.00219997,47.869999
47.869999,-0.00789997,47.080002
47.080002,-0.0143,45.650002
45.650002,-0.00720002,44.93
44.93,-0.00569999,44.360001
44.360001,0.00040001,44.400002
44.400002,-0.00400002,44
44,0.0032,44.32
44.32,0.00130001,44.450001
44.450001,-0.00530003,43.919998
43.919998,-0.00189998,43.73
43.73,0.0029,44.02
44.02,-0.00420002,43.599998
43.599998,0.01080002,44.68
44.68,0.00540001,45.220001
45.220001,-0.00260002,44.959999
44.959999,-0.00139999,44.82
44.82,-0.0084,43.98
43.98,-0.01239998,42.740002
42.740002,-0.0441,38.330002
38.330002,-0.00380001,37.950001
37.950001,-0.00430001,37.52
37.52,0.00649998,38.169998
38.169998,-0.00179996,37.990002
37.990002,0.00529998,38.52
38.52,-0.00659999,37.860001
37.860001,0.00389999,38.25
38.25,0.01009998,39.259998
39.259998,-0.00109996,39.150002
39.150002,0.00039997,39.189999
39.189999,-0.00899998,38.290001
38.290001,0.0043,38.720001
38.720001,-0.00819999,37.900002
37.900002,0.00449996,38.349998
38.349998,-0.0034,38.009998
38.009998,-0.00569999,37.439999
37.439999,-0.0032,37.119999
37.119999,-0.00239998,36.880001
36.880001,0.00329998,37.209999
37.209999,-0.00349998,36.860001
36.860001,0.00069999,36.93
36.93,-0.00119999,36.810001
36.810001,-0.00690002,36.119999
36.119999,0.00100002,36.220001
36.220001,-0.00030002,36.189999
36.189999,0.00720001,36.91
36.91,-0.00020001,36.889999
36.889999,-0.00119999,36.77
36.77,-0.00779998,35.990002
35.990002,0.00239998,36.23
36.23,-0.00310002,35.919998
35.919998,0.00080002,36
36,-0.0032,35.68
35.68,-0.00209999,35.470001
35.470001,-0.00220001,35.25
35.25,0.00439999,35.689999
35.689999,0.00630001,36.32
36.32,0.00349998,36.669998
36.669998,-0.00139999,36.529999
36.529999,-0.0039,36.139999
36.139999,0.00630001,36.77
36.77,0.0057,37.34
37.34,0.01169998,38.509998
38.509998,-0.01419998,37.09
37.09,-0.00479999,36.610001
36.610001,-0.0055,36.060001
36.060001,0.0007,36.130001
36.130001,0.00489998,36.619999
36.619999,-0.01349999,35.27
35.27,0.01009999,36.279999
36.279999,0.0061,36.889999
36.889999,-0.00549999,36.34
36.34,-0.00310001,36.029999
36.029999,-0.00239998,35.790001
35.790001,-0.00240002,35.549999
35.549999,0.00240002,35.790001
35.790001,-0.00049999,35.740002
35.740002,-0.00530003,35.209999
35.209999,-0.00619999,34.59
34.59,-0.00209999,34.380001
34.380001,-0.00420002,33.959999
33.959999,0.00510002,34.470001
34.470001,0.0057,35.040001
35.040001,-0.00350002,34.689999
34.689999,0.00150001,34.84
34.84,-0.0068,34.16
34.16,-0.00630001,33.529999
33.529999,-0.00799999,32.73
32.73,0.00049999,32.779999
32.779999,-0.00020001,32.759998
32.759998,-0.01149997,31.610001
31.610001,0.01,32.610001
32.610001,0.01329998,33.939999
33.939999,0.00890003,34.830002
34.830002,-0.01070004,33.759998
33.759998,0.01430001,35.189999
35.189999,0.00440002,35.630001
35.630001,0.00439999,36.07
36.07,-0.01430001,34.639999
34.639999,-0.00029998,34.610001
34.610001,0.00459999,35.07
35.07,-0.00310002,34.759998
34.759998,-0.01269996,33.490002
33.490002,-0.00080002,33.41
33.41,0.0036,33.77
33.77,-0.00220001,33.549999
33.549999,0.0023,33.779999
33.779999,-0.00180001,33.599998
33.599998,-0.00129997,33.470001
33.470001,0.00209999,33.68
33.68,0.01279999,34.959999
34.959999,0.00130001,35.09
35.09,-0.0002,35.07
35.07,0.0041,35.48
35.48,0.01170002,36.650002
36.650002,-0.00280003,36.369999
36.369999,0.0018,36.549999
36.549999,0.00220001,36.77
36.77,-0.0029,36.48
36.48,0.00220001,36.700001
36.700001,0.01819999,38.52
38.52,0.0016,38.68
38.68,-0.00069999,38.610001
38.610001,-0.015,37.110001
37.110001,-0.00310002,36.799999
36.799999,-0.00689998,36.110001
36.110001,-0.0032,35.790001
35.790001,-0.00130001,35.66
35.66,-0.01029999,34.630001
34.630001,-0.00900001,33.73
33.73,-0.00810002,32.919998
32.919998,0.0075,33.669998
33.669998,-0.00179996,33.490002
33.490002,0.00989998,34.48
34.48,-0.003,34.18
34.18,-0.00990001,33.189999
33.189999,0.01120002,34.310001
34.310001,-0.00720001,33.59
33.59,-0.0733,26.26
26.26,0.00299999,26.559999
26.559999,0.00610001,27.17
27.17,-0.00280001,26.889999
26.889999,-0.00569999,26.32
26.32,-0.0023,26.09
26.09,0.00600001,26.690001
26.690001,0.006,27.290001
27.290001,-0.0051,26.780001
26.780001,-0.0042,26.360001
26.360001,-0.00150002,26.209999
26.209999,0.00280001,26.49
26.49,-0.0042,26.07
26.07,0.00460001,26.530001
26.530001,0.01239999,27.77
27.77,0.00180001,27.950001
27.950001,0.01139999,29.09
29.09,0.00030001,29.120001
29.120001,-0.00990002,28.129999
28.129999,0.00240002,28.370001
28.370001,-0.00230002,28.139999
28.139999,-0.0017,27.969999
27.969999,0.00060002,28.030001
28.030001,0.00879999,28.91
28.91,0.0061,29.52
29.52,0.0115,30.67
30.67,0.0016,30.83
30.83,0.0093,31.76
31.76,0.0047,32.23
32.23,-0.01430001,30.799999
30.799999,-0.01069999,29.73
29.73,0.0078,30.51
30.51,0.00280001,30.790001
30.790001,0.00929998,31.719999
31.719999,-0.00049999,31.67
31.67,-0.0002,31.65
31.65,0.0087,32.52
32.52,-0.00439998,32.080002
32.080002,-0.00500002,31.58
31.58,0.00539999,32.119999
32.119999,-0.019,30.219999
30.219999,0.00620001,30.84
30.84,0.00950001,31.790001
31.790001,0.00709999,32.5
32.5,-0.00169998,32.330002
32.330002,-0.00490002,31.84
31.84,0.00279999,32.119999
32.119999,-0.01249998,30.870001
30.870001,0.0083,31.700001
31.700001,0.01059997,32.759998
32.759998,0.00560002,33.32
33.32,-0.0073,32.59
32.59,0.00790001,33.380001
33.380001,-0.00760002,32.619999
32.619999,0.00290001,32.91
32.91,0.00639999,33.549999
33.549999,-0.00229999,33.32
33.32,-0.00720002,32.599998
32.599998,-0.00129997,32.470001
32.470001,-0.0016,32.310001
32.310001,0.0023,32.540001
32.540001,0.00029999,32.57
32.57,0.00310001,32.880001
32.880001,0.0075,33.630001
33.630001,0.04049999,37.68
37.68,0.00619999,38.299999
38.299999,-0.00059997,38.240002
38.240002,-0.0009,38.150002
38.150002,-0.00060002,38.09
38.09,-0.00529999,37.560001
37.560001,-0.0011,37.450001
37.450001,9.998E-05,37.459999
37.459999,0.0075,38.209999
38.209999,0.00560001,38.77
38.77,0.00700001,39.470001
39.470001,-0.00630001,38.84
38.84,0.00419998,39.259998
39.259998,0.00730004,39.990002
39.990002,0.01519996,41.509998
41.509998,0.0109,42.599998
42.599998,0.00240002,42.84
42.84,-0.00290001,42.549999
42.549999,-0.0011,42.439999
42.439999,0.00100002,42.540001
42.540001,0.00419998,42.959999
42.959999,-0.00549999,42.41
42.41,-0.01560002,40.849998
40.849998,0.0007,40.919998
40.919998,-0.00289997,40.630001
40.630001,-0.00290001,40.34
40.34,-0.0093,39.41
39.41,-0.00310002,39.099998
39.099998,-0.00119998,38.98
38.98,-0.00079998,38.900002
38.900002,-0.00780003,38.119999
38.119999,0.0034,38.459999
38.459999,0.0023,38.689999
38.689999,-0.0023,38.459999
38.459999,0.00040001,38.5
38.5,0.0052,39.02
39.02,0.00989998,40.009998
40.009998,-0.0075,39.259998
39.259998,0.0016,39.419998
39.419998,0.0059,40.009998
40.009998,-0.00119999,39.889999
39.889999,0.00350003,40.240002
40.240002,-0.00440003,39.799999
39.799999,0.00490002,40.290001
40.290001,-0.00080002,40.209999
40.209999,-0.0075,39.459999
39.459999,-0.00759998,38.700001
38.700001,0.00200001,38.900002
38.900002,-0.00530003,38.369999
38.369999,-0.00869999,37.5
37.5,0.00279999,37.779999
37.779999,-0.00629997,37.150002
37.150002,0.0025,37.400002
37.400002,0.00799999,38.200001
38.200001,0.00459999,38.66
38.66,-0.00779999,37.880001
37.880001,-0.00900001,36.98
36.98,0.0004,37.02
37.02,-0.00069999,36.950001
36.950001,-0.00520001,36.43
36.43,0.00829998,37.259998
37.259998,-0.00179996,37.080002
37.080002,-0.00230004,36.849998
36.849998,0.00580002,37.43
37.43,-0.00380001,37.049999
37.049999,0.00619999,37.669998
37.669998,0.01030003,38.700001
38.700001,-0.01310002,37.389999
37.389999,-0.00229999,37.16
37.16,0.0111,38.27
38.27,0.0071,38.98
38.98,0.00119998,39.099998
39.099998,-0.00379997,38.720001
38.720001,0.00129997,38.849998
38.849998,0.00460003,39.310001
39.310001,0.00829998,40.139999
40.139999,-0.00079998,40.060001
40.060001,0.00270001,40.330002
40.330002,0.01179996,41.509998
41.509998,-0.0025,41.259998
41.259998,-0.00259998,41
41,-0.00220001,40.779999
40.779999,0.00100002,40.880001
40.880001,-0.02049999,38.830002
38.830002,0.00309997,39.139999
39.139999,-0.00290001,38.849998
38.849998,-0.01159999,37.689999
37.689999,-0.0064,37.049999
37.049999,0.01530003,38.580002
38.580002,-0.00220001,38.360001
38.360001,-0.00260003,38.099998
38.099998,0.00740002,38.84
38.84,-0.00029999,38.810001
38.810001,-0.00990001,37.82
37.82,0.00260002,38.080002
38.080002,-0.00300003,37.779999
37.779999,0.00069999,37.849998
37.849998,0.00600003,38.450001
38.450001,0.00130001,38.580002
38.580002,0.01219997,39.799999
39.799999,-0.00309997,39.490002
39.490002,-0.00510002,38.98
38.98,0.00029998,39.009998
39.009998,0.00360001,39.369999
39.369999,-0.00029999,39.34
39.34,0.00470001,39.810001
39.810001,-0.0002,39.790001
39.790001,0.00629997,40.419998
40.419998,0.00770001,41.189999
41.189999,0.0034,41.529999
41.529999,0.00150001,41.68
41.68,-0.0002,41.66
41.66,0.00200001,41.860001
41.860001,-0.00180001,41.68
41.68,0.0059,42.27
42.27,0.0014,42.41
42.41,0.02790001,45.200001
45.200001,-0.00130001,45.07
45.07,-0.00079998,44.990002
44.990002,-0.00350003,44.639999
44.639999,0.00310002,44.950001
44.950001,-0.00180001,44.77
44.77,-0.0002,44.75
44.75,0.12060001,56.810001
56.810001,0.05969998,62.779999
62.779999,-0.00180001,62.599998
62.599998,-0.01269996,61.330002
61.330002,0.00709999,62.040001
62.040001,-0.00860001,61.18
61.18,0.01009999,62.189999
62.189999,0.01040001,63.23
63.23,-0.0241,60.82
60.82,0.01010002,61.830002
61.830002,0.01019996,62.849998
62.849998,-0.0193,60.919998
60.919998,0.00640003,61.560001
61.560001,0.0014,61.700001
61.700001,-0.01119999,60.580002
60.580002,0.02639999,63.220001
63.220001,-0.01050003,62.169998
62.169998,0.01130001,63.299999
63.299999,0.05000004,68.300003
68.300003,0.00579994,68.879997
68.879997,0.00120003,69
69,0.00349998,69.349998
69.349998,-0.00799995,68.550003
68.550003,0.01079994,69.629997
69.629997,0.00230004,69.860001
69.860001,-0.00720002,69.139999
69.139999,-0.00559997,68.580002
68.580002,0.01839996,70.419998
70.419998,0.03230004,73.650002
73.650002,-0.01360001,72.290001
72.290001,-0.0025,72.040001
72.040001,0.01199997,73.239998
73.239998,-0.0207,71.169998
71.169998,-0.01099998,70.07
70.07,0.00819999,70.889999
70.889999,0.01050003,71.940002
71.940002,0.0046,72.400002
72.400002,-0.0057,71.830002
71.830002,-0.02020004,69.809998
69.809998,-0.0071,69.099998
69.099998,0.0057,69.669998
69.669998,-0.00809997,68.860001
68.860001,-0.00199997,68.660004
68.660004,-0.01180001,67.480003
67.480003,0.00659996,68.139999
68.139999,0.0075,68.889999
68.889999,-0.00479995,68.410004
68.410004,0.01199997,69.610001
69.610001,-0.00160004,69.449997
69.449997,-0.00719994,68.730003
68.730003,0.00239998,68.970001
68.970001,0.03099999,72.07
72.07,-0.01790001,70.279999
70.279999,0.00450004,70.730003
70.730003,0.02059998,72.790001
72.790001,0.02309997,75.099998
75.099998,-0.01409996,73.690002
73.690002,0.00099999,73.790001
73.790001,-0.00470001,73.32
73.32,0.00029998,73.349998
73.349998,-0.01720001,71.629997
71.629997,0.00110001,71.739998
71.739998,-0.02489998,69.25
69.25,0.1693,86.18
86.18,-0.02169998,84.010002
84.010002,0.00029999,84.040001
84.040001,-0.01340004,82.699997
82.699997,-0.04159996,78.540001
78.540001,-0.01230003,77.309998
77.309998,0.02400001,79.709999
79.709999,-0.02909996,76.800003
76.800003,0.02199997,79
79,0.00139999,79.139999
79.139999,-0.0136,77.779999
77.779999,-0.03669998,74.110001
74.110001,0.00669998,74.779999
74.779999,0.00090004,74.870003
74.870003,-0.01420006,73.449997
73.449997,-0.0107,72.379997
72.379997,0.00410004,72.790001
72.790001,0.02229996,75.019997
75.019997,-0.0032,74.699997
74.699997,0.02790001,77.489998
77.489998,0.01010002,78.5
78.5,-0.01199997,77.300003
77.300003,0.01949997,79.25
79.25,-0.00599998,78.650002
78.650002,-0.02430001,76.220001
76.220001,0.02830002,79.050003
79.050003,-0.00370003,78.68
78.68,0.01230004,79.910004
79.910004,0.02789993,82.699997
82.699997,0.01050003,83.75
83.75,0.02459999,86.209999
86.209999,-0.01690002,84.519997
84.519997,-0.01180001,83.339996
83.339996,0.02940003,86.279999
86.279999,0.01020004,87.300003
87.300003,-0.00040001,87.260002
87.260002,0.00509995,87.769997
87.769997,-0.00859993,86.910004
86.910004,0.01839996,88.75
88.75,0.0025,89
89,0.00650002,89.650002
89.650002,0.01650001,91.300003
91.300003,0.01289993,92.589996
92.589996,0.00890007,93.480003
93.480003,-0.00050003,93.43
93.43,-0.00050003,93.379997
93.379997,-0.00229995,93.150002
93.150002,0.00260002,93.410004
93.410004,-0.01050003,92.360001
92.360001,0.00099998,92.459999
92.459999,-0.00199997,92.260002
92.260002,0.01169998,93.43
93.43,0.02419998,95.849998
95.849998,-0.00529998,95.32
95.32,-0.00659996,94.660004
94.660004,-0.05320008,89.339996
89.339996,0.03030007,92.370003
92.370003,-0.01840004,90.529999
90.529999,-0.01,89.529999
89.529999,0.01020004,90.550003
90.550003,-0.00700005,89.849998
89.849998,-0.00089996,89.760002
89.760002,0.01529999,91.290001
91.290001,0.09529999,100.82
100.82,-0.12089997,88.730003
88.730003,-0.00520004,88.209999
88.209999,0.01790001,90
90,0.00099998,90.099998
90.099998,-0.0186,88.239998
88.239998,0.00910004,89.150002
89.150002,-0.015,87.650002
87.650002,-0.01669999,85.980003
85.980003,-0.0161,84.370003
84.370003,0.02899994,87.269997
87.269997,-0.00229996,87.040001
87.040001,-0.03459999,83.580002
83.580002,-0.04690003,78.889999
78.889999,-0.01889999,77
77,0.02860001,79.860001
79.860001,-0.01349999,78.510002
78.510002,-0.00660004,77.849998
77.849998,0.0075,78.599998
78.599998,0.00580002,79.18
79.18,0.01209999,80.389999
80.389999,-0.00629997,79.760002
79.760002,0.01669998,81.43
81.43,-0.00129997,81.300003
81.300003,0.04289993,85.589996
85.589996,0.04710007,90.300003
90.300003,-0.01150001,89.150002
89.150002,0.01409996,90.559998
90.559998,0.00350006,90.910004
90.910004,0.035,94.410004
94.410004,-0.01220002,93.190002
93.190002,0.01019997,94.209999
94.209999,0.00099999,94.309998
94.309998,-0.01290001,93.019997
93.019997,-0.02269997,90.75
90.75,0.00529999,91.279999
91.279999,0.01120003,92.400002
92.400002,-0.0332,89.080002
89.080002,-0.03990006,85.089996
85.089996,0.01800003,86.889999
86.889999,0.02489998,89.379997
89.379997,0.01200005,90.580002
90.580002,0.0068,91.260002
91.260002,-0.0025,91.010002
91.010002,0.01839996,92.849998
92.849998,0.01400002,94.25
94.25,0.00199997,94.449997
94.449997,-0.01809998,92.639999
92.639999,0.03610001,96.25
96.25,-0.01040001,95.209999
95.209999,-0.06419998,88.790001
88.790001,0.00029999,88.82
88.82,-0.00940003,87.879997
87.879997,-0.02659996,85.220001
85.220001,-0.00959999,84.260002
84.260002,-0.0318,81.080002
81.080002,0.01790001,82.870003
82.870003,-0.02630005,80.239998
80.239998,0.0011,80.349998
80.349998,-0.00229995,80.120003
80.120003,-0.00360001,79.760002
79.760002,-0.01279999,78.480003
78.480003,-0.04510002,73.970001
73.970001,0.03699997,77.669998
77.669998,-0.0007,77.599998
77.599998,-0.01779998,75.82
75.82,-0.01870003,73.949997
73.949997,0.00260002,74.209999
74.209999,0.03489998,77.699997
77.699997,-0.0307,74.629997
74.629997,-0.0068,73.949997
73.949997,-0.01860001,72.089996
72.089996,-0.03599998,68.489998
68.489998,0.02420006,70.910004
70.910004,0.02589996,73.5
73.5,0.01690002,75.190002
75.190002,-0.00740005,74.449997
74.449997,0.03280006,77.730003
77.730003,-0.0193,75.800003
75.800003,-0.02840004,72.959999
72.959999,-0.00879997,72.080002
72.080002,0.01559997,73.639999
73.639999,-0.03739997,69.900002
69.900002,0.0218,72.080002
72.080002,0.01189995,73.269997
73.269997,-0.01579995,71.690002
71.690002,-0.00819999,70.870003
70.870003,-0.03020005,67.849998
67.849998,-0.03379997,64.470001
64.470001,-0.02040001,62.43
62.43,0.02909996,65.339996
65.339996,-0.00349998,64.989998
64.989998,-0.02249996,62.740002
62.740002,0.01349994,64.089996
64.089996,-0.00619995,63.470001
63.470001,0.03680001,67.150002
67.150002,-0.0064,66.510002
66.510002,0.01809998,68.32
68.32,-0.00099999,68.220001
68.220001,-0.01690002,66.529999
66.529999,0.05169998,71.699997
71.699997,-0.01529999,70.169998
70.169998,0.03020004,73.190002
73.190002,0.02759995,75.949997
75.949997,-0.00779999,75.169998
75.169998,-0.01369995,73.800003
73.800003,-0.03,70.800003
70.800003,-0.01040001,69.760002
69.760002,0.01540001,71.300003
71.300003,0.05399994,76.699997
76.699997,0.00670006,77.370003
77.370003,-0.02430001,74.940002
74.940002,0.01930001,76.870003
76.870003,0.00029999,76.900002
76.900002,0.00400001,77.300003
77.300003,-0.02910004,74.389999
74.389999,0.00440003,74.830002
74.830002,-0.02840004,71.989998
71.989998,0.00620003,72.610001
72.610001,-0.00110001,72.5
72.5,0.02089996,74.589996
74.589996,-0.00549995,74.040001
74.040001,0.06059997,80.099998
80.099998,0.00080002,80.18
80.18,-0.00580002,79.599998
79.599998,0.01400002,81
81,-0.03309998,77.690002
77.690002,0.03169999,80.860001
80.860001,0.0111,81.970001
81.970001,-0.01230003,80.739998
80.739998,-0.02110001,78.629997
78.629997,0.00730004,79.360001
79.360001,-0.02050003,77.309998
77.309998,-0.0139,75.919998
75.919998,-0.00209999,75.709999
75.709999,-0.02529999,73.18
73.18,-0.00389999,72.790001
72.790001,-0.00379997,72.410004
72.410004,0.02119995,74.529999
74.529999,0.00029999,74.559998
74.559998,-0.00360001,74.199997
74.199997,0.01920006,76.120003
