Input Price,Sentiment,Output Price
18.375,0.01125,19.5
19.5,0.004375,19.9375
19.9375,-0.014375,18.5
18.5,0.004531,18.9531
18.9531,0.029219,21.875
21.875,-0.02875,19
19,0.005,19.5
19.5,0.00625,20.125
20.125,-0.011875,18.9375
18.9375,-0.01625,17.3125
17.3125,-0.010625,16.25
16.25,-0.01875,14.375
14.375,0.000625,14.4375
14.4375,0.01375,15.8125
15.8125,-0.008125,15
15,-0.00625,14.375
14.375,-0.01,13.375
13.375,0.01125,14.5
14.5,-0.0075,13.75
13.75,0.006875,14.4375
14.4375,0.000625,14.5
14.5,-0.008125,13.6875
13.6875,-0.011875,12.5
12.5,-0.005625,11.9375
11.9375,0,11.9375
11.9375,-0.00125,11.8125
11.8125,0.00125,11.9375
11.9375,-0.001875,11.75
11.75,-0.015625,10.1875
10.1875,0.0025,10.4375
10.4375,-0.004375,10
10,0.02625,12.625
12.625,-0.0075,11.875
11.875,0.00375,12.25
12.25,-0.005625,11.6875
11.6875,0.005625,12.25
12.25,-0.01625,10.625
10.625,0.00375,11
11,-0.00375,10.625
10.625,0.0025,10.875
10.875,0.00125,11
11,-0.005,10.5
10.5,-0.0025,10.25
10.25,-0.0025,10
10,0.001875,10.1875
10.1875,0,10.1875
10.1875,0.007525,10.94
10.94,0.007,11.64
11.64,-0.0084,10.8
10.8,-0.008,10
10,0.0023,10.23
10.23,-0.0113,9.1
9.1,-0.0047,8.63
8.63,-0.0023,8.4
8.4,0.0072,9.12
9.12,-0.0075,8.37
8.37,0.0281,11.18
11.18,0.0083,12.01
12.01,0.0131,13.32
13.32,0.0135,14.67
14.67,-0.0064,14.03
14.03,0.0071,14.74
14.74,0.01800001,16.540001
16.540001,-0.00550001,15.99
15.99,-0.0021,15.78
15.78,0.00420001,16.200001
16.200001,-0.00520001,15.68
15.68,0.0041,16.09
16.09,-0.0066,15.43
15.43,-0.0016,15.27
15.27,0.0051,15.78
15.78,0.01109999,16.889999
16.889999,0.00220002,17.110001
17.110001,-0.00360001,16.75
16.75,0.00809999,17.559999
17.559999,-0.00639999,16.92
16.92,-0.0074,16.18
16.18,-0.0117,15.01
15.01,-0.0039,14.62
14.62,0.0006,14.68
14.68,-0.0135,13.33
13.33,0.0021,13.54
13.54,0.0059,14.13
14.13,0.0065,14.78
14.78,-0.0006,14.72
14.72,0.01659999,16.379999
16.379999,-0.00129999,16.25
16.25,-0.0065,15.6
15.6,0.0115,16.75
16.75,0.0034,17.09
17.09,0.00129999,17.219999
17.219999,-0.01559999,15.66
15.66,0.01030001,16.690001
16.690001,0.0026,16.950001
16.950001,-0.00040001,16.91
16.91,-0.00469999,16.440001
16.440001,-0.00450001,15.99
15.99,0.00139999,16.129999
16.129999,-0.00429999,15.7
15.7,-0.0084,14.86
14.86,-0.0022,14.64
14.64,-0.0052,14.12
14.12,-0.0083,13.29
13.29,-0.008,12.49
12.49,-0.0066,11.83
11.83,-0.0047,11.36
11.36,0.0117,12.53
12.53,0.0055,13.08
13.08,-0.0068,12.4
12.4,0.0041,12.81
12.81,0.0044,13.25
13.25,0.0079,14.04
14.04,0.0032,14.36
14.36,-0.0021,14.15
14.15,0.0038,14.53
14.53,-0.004,14.13
14.13,0.0114,15.27
15.27,0,15.27
15.27,0.0054,15.81
15.81,-0.002,15.61
15.61,-0.0027,15.34
15.34,0.0115,16.49
16.49,0.0049,16.98
16.98,-0.0097,16.01
16.01,0.0034,16.35
16.35,-0.0039,15.96
15.96,0.0053,16.49
16.49,0.0049,16.98
16.98,-0.00949999,16.030001
16.030001,-0.03970001,12.06
12.06,-0.0055,11.51
11.51,0.0082,12.33
12.33,-0.0008,12.25
12.25,0.003,12.55
12.55,-0.0006,12.49
12.49,1E-04,12.5
12.5,-0.0031,12.19
12.19,-0.0004,12.15
12.15,-0.0025,11.9
11.9,-0.003,11.6
11.6,-0.0049,11.11
11.11,-0.0065,10.46
10.46,-0.0051,9.95
9.95,0.0017,10.12
10.12,0.0041,10.53
10.53,-0.0045,10.08
10.08,-0.0027,9.81
9.81,0.0018,9.99
9.99,0.0041,10.4
10.4,-0.0051,9.89
9.89,0.0031,10.2
10.2,-0.0057,9.63
9.63,0.006,10.23
10.23,-0.001,10.13
10.13,-0.0016,9.97
9.97,-0.0078,9.19
9.19,-0.005,8.69
8.69,0.0025,8.94
8.94,-0.0035,8.59
8.59,-0.0094,7.65
7.65,0.005,8.15
8.15,0.0036,8.51
8.51,0.0012,8.63
8.63,-0.0114,7.49
7.49,-0.002,7.29
7.29,0.0002,7.31
7.31,0.0017,7.48
7.48,0,7.48
7.48,-0.0002,7.46
7.46,-0.0037,7.09
7.09,-0.0074,6.35
6.35,-0.0015,6.2
6.2,-0.0023,5.97
5.97,0.0004,6.01
6.01,0.0007,6.08
6.08,0.0068,6.76
6.76,0.0028,7.04
7.04,0.0016,7.2
7.2,-0.0008,7.12
7.12,-0.0021,6.91
6.91,0.0035,7.26
7.26,0.0059,7.85
7.85,0.0022,8.07
8.07,0.0081,8.88
8.88,0.0068,9.56
9.56,-0.0064,8.92
8.92,-0.0045,8.47
8.47,-0.0046,8.01
8.01,0.0076,8.77
8.77,0.0078,9.55
9.55,-0.0191,7.64
7.64,0.0013,7.77
7.77,-0.0021,7.56
7.56,-0.0051,7.05
7.05,-0.0063,6.42
6.42,0.0056,6.98
6.98,-0.0003,6.95
6.95,-0.0024,6.71
6.71,0.0028,6.99
6.99,0.0006,7.05
7.05,0.0038,7.43
7.43,-0.0046,6.97
6.97,0.0015,7.12
7.12,-0.0007,7.05
7.05,0.0024,7.29
7.29,0.022,9.49
9.49,-0.0044,9.05
9.05,-0.001,8.95
8.95,0.0024,9.19
9.19,-0.0059,8.6
8.6,0.002,8.8
8.8,0.0028,9.08
9.08,0.0313,12.21
12.21,-0.0073,11.48
11.48,0.0011,11.59
11.59,-0.0044,11.15
11.15,0.0017,11.32
11.32,-0.0083,10.49
10.49,0.0144,11.93
11.93,-0.0017,11.76
11.76,0.0034,12.1
12.1,-0.0039,11.71
11.71,-0.0006,11.65
11.65,0.0059,12.24
12.24,-0.0033,11.91
11.91,-0.0102,10.89
10.89,0.0011,11
11,-0.0019,10.81
10.81,0.0005,10.86
10.86,-0.0015,10.71
10.71,-0.0056,10.15
10.15,-0.0015,10
10,-0.0017,9.83
9.83,0.0127,11.1
11.1,-0.005,10.6
10.6,0.003,10.9
10.9,-0.0008,10.82
10.82,0.0014,10.96
10.96,0.0094,11.9
11.9,0.0035,12.25
12.25,0.0009,12.34
12.34,-0.0049,11.85
11.85,-0.0032,11.53
11.53,-0.0049,11.04
11.04,-1E-04,11.03
11.03,-0.0092,10.11
10.11,0.0018,10.29
10.29,-0.0116,9.13
9.13,0.0061,9.74
9.74,0.0042,10.16
10.16,0.0244,12.6
12.6,-0.0013,12.47
12.47,0.0154,14.01
14.01,0.0043,14.44
14.44,0.0106,15.5
15.5,-0.0128,14.22
14.22,-0.0032,13.9
13.9,0.0029,14.19
14.19,-0.0046,13.73
13.73,-0.012,12.53
12.53,-0.0103,11.5
11.5,-0.0024,11.26
11.26,-0.0002,11.24
11.24,0.0128,12.52
12.52,0.0078,13.3
13.3,-0.004,12.9
12.9,0.0039,13.29
13.29,0.0059,13.88
13.88,-0.0047,13.41
13.41,-0.004,13.01
13.01,-0.0005,12.96
12.96,0.003,13.26
13.26,-0.0019,13.07
13.07,0.0066,13.73
13.73,0.0067,14.4
14.4,-0.0013,14.27
14.27,-0.0017,14.1
14.1,0.0129,15.39
15.39,0.0109,16.48
16.48,-0.0051,15.97
15.97,0.0036,16.33
16.33,-0.0071,15.62
15.62,0.0073,16.35
16.35,0.00359999,16.709999
16.709999,-0.004,16.309999
16.309999,-0.00569999,15.74
15.74,-0.0126,14.48
14.48,-0.0045,14.03
14.03,0.0098,15.01
15.01,-0.0035,14.66
14.66,-0.0016,14.5
14.5,0.0067,15.17
15.17,0.0036,15.53
15.53,-0.0079,14.74
14.74,0.0009,14.83
14.83,-0.0058,14.25
14.25,0.0005,14.3
14.3,0.005,14.8
14.8,-0.0055,14.25
14.25,-0.0058,13.67
13.67,-0.0013,13.54
13.54,-0.0004,13.5
13.5,0.0045,13.95
13.95,-0.0035,13.6
13.6,-0.0012,13.48
13.48,-0.0074,12.74
12.74,0.0057,13.31
13.31,0.0058,13.89
13.89,0.0012,14.01
14.01,0.0081,14.82
14.82,-0.0056,14.26
14.26,0.0027,14.53
14.53,-0.0022,14.31
14.31,-0.0025,14.06
14.06,0.02730001,16.790001
16.790001,0.00029999,16.82
16.82,0.0009,16.91
16.91,-0.0073,16.18
16.18,0.00510001,16.690001
16.690001,-0.00200001,16.49
16.49,-0.0017,16.32
16.32,-0.00270001,16.049999
16.049999,0.00070002,16.120001
16.120001,-1E-04,16.110001
16.110001,0.01209999,17.32
17.32,0.0041,17.73
17.73,-0.00789999,16.940001
16.940001,0.00379999,17.32
17.32,0.01489999,18.809999
18.809999,0.01130002,19.940001
19.940001,-0.0033,19.610001
19.610001,-0.00450001,19.16
19.16,0.00229999,19.389999
19.389999,-0.00629999,18.76
18.76,-0.0001,18.75
18.75,0.00700001,19.450001
19.450001,0.00019998,19.469999
19.469999,-0.0041,19.059999
19.059999,-0.00149999,18.91
18.91,-0.00539999,18.370001
18.370001,-0.00140001,18.23
18.23,-0.00270001,17.959999
17.959999,0.0001,17.969999
17.969999,0.00020001,17.99
17.99,0.0018,18.17
18.17,0.0041,18.58
18.58,-0.01280001,17.299999
17.299999,-0.0016,17.139999
17.139999,-0.00059999,17.08
17.08,0.0035,17.43
17.43,-0.0061,16.82
16.82,0.0159,18.41
18.41,0.00370001,18.780001
18.780001,-0.00480002,18.299999
18.299999,-0.0075,17.549999
17.549999,-0.00019998,17.530001
17.530001,-0.00020001,17.51
17.51,-0.0217,15.34
15.34,0.0051,15.85
15.85,1E-04,15.86
15.86,0.0039,16.25
16.25,-0.027,13.55
13.55,-0.0023,13.32
13.32,0.0093,14.25
14.25,0.0096,15.21
15.21,-0.0027,14.94
14.94,0.0066,15.6
15.6,-0.0064,14.96
14.96,0.0059,15.55
15.55,-0.0012,15.43
15.43,0.0051,15.94
15.94,0.00350001,16.290001
16.290001,-0.00130001,16.16
16.16,-0.0061,15.55
15.55,-0.0026,15.29
15.29,0.0021,15.5
15.5,-0.0095,14.55
14.55,-0.0045,14.1
14.1,-0.0161,12.49
12.49,0.0044,12.93
12.93,0.014,14.33
14.33,0.0044,14.77
14.77,-0.0032,14.45
14.45,-0.0029,14.16
14.16,-0.0032,13.84
13.84,-0.0097,12.87
12.87,0.0087,13.74
13.74,-0.0014,13.6
13.6,0.003,13.9
13.9,0.0036,14.26
14.26,0.002,14.46
14.46,-0.0053,13.93
13.93,-0.0002,13.91
13.91,0.0071,14.62
14.62,0.0028,14.9
14.9,0.006,15.5
15.5,0.0048,15.98
15.98,-0.006,15.38
15.38,0.0035,15.73
15.73,-0.0056,15.17
15.17,-0.0024,14.93
14.93,-0.0041,14.52
14.52,0.0005,14.57
14.57,0.0057,15.14
15.14,-0.002,14.94
14.94,-0.0034,14.6
14.6,0.0023,14.83
14.83,-0.0058,14.25
14.25,0.0106,15.31
15.31,0.012,16.51
16.51,0.00619999,17.129999
17.129999,-0.00019998,17.110001
17.110001,-0.00360001,16.75
16.75,-0.00139999,16.610001
16.610001,0.00099998,16.709999
16.709999,0.00640001,17.35
17.35,0.0038,17.73
17.73,-0.00520001,17.209999
17.209999,-0.01349999,15.86
15.86,0.00189999,16.049999
16.049999,-0.00119999,15.93
15.93,-0.002,15.73
15.73,0.0142,17.15
17.15,-0.0014,17.01
17.01,-0.0108,15.93
15.93,0.01020001,16.950001
16.950001,0.00059999,17.01
17.01,-0.0026,16.75
16.75,-0.00200001,16.549999
16.549999,0.0009,16.639999
16.639999,0.00300002,16.940001
16.940001,-0.0008,16.860001
16.860001,0.01099998,17.959999
17.959999,0.005,18.459999
18.459999,0.00740002,19.200001
19.200001,-0.0026,18.940001
18.940001,0.00549999,19.49
19.49,-0.0075,18.74
18.74,0.00300001,19.040001
19.040001,0.00219999,19.26
19.26,0.00119999,19.379999
19.379999,0.00370001,19.75
19.75,0.00110001,19.860001
19.860001,-0.00560002,19.299999
19.299999,-0.00709999,18.59
18.59,-0.0002,18.57
18.57,0.0051,19.08
19.08,0.00280001,19.360001
19.360001,0.00439998,19.799999
19.799999,-0.01019998,18.780001
18.780001,-0.00060002,18.719999
18.719999,0.00620001,19.34
19.34,-0.00219999,19.120001
19.120001,0.00389999,19.51
19.51,-0.0051,19
19,0.0082,19.82
19.82,0.0059,20.41
20.41,0.00799999,21.209999
21.209999,0.01,22.209999
22.209999,0.00210001,22.42
22.42,-0.01129999,21.290001
21.290001,0.01609999,22.9
22.9,0.005,23.4
23.4,0.0059,23.99
23.99,0.0026,24.25
24.25,-0.0085,23.4
23.4,0.0068,24.08
24.08,-0.0073,23.35
23.35,0.00760001,24.110001
24.110001,-0.00370001,23.74
23.74,-0.00350001,23.389999
23.389999,-0.00809999,22.58
22.58,0.00030001,22.610001
22.610001,-0.00930001,21.68
21.68,0.00180001,21.860001
21.860001,0.00269998,22.129999
22.129999,0.0017,22.299999
22.299999,-0.00119999,22.18
22.18,0.0033,22.51
22.51,-0.00050001,22.459999
22.459999,-0.00359999,22.1
22.1,-0.00409999,21.690001
21.690001,0.00239999,21.93
21.93,0.0031,22.24
22.24,-0.00360001,21.879999
21.879999,-0.0158,20.299999
20.299999,-0.01439998,18.860001
18.860001,0.00389999,19.25
19.25,-0.00360001,18.889999
18.889999,0.00680001,19.57
19.57,0.0095,20.52
20.52,0.00180001,20.700001
20.700001,0.00849998,21.549999
21.549999,-0.00529999,21.02
21.02,0.00430001,21.450001
21.450001,-0.00130001,21.32
21.32,0.00720001,22.040001
22.040001,0.00699999,22.74
22.74,-0.0047,22.27
22.27,-0.00470001,21.799999
21.799999,-0.00399999,21.4
21.4,-0.0032,21.08
21.08,0.0009,21.17
21.17,0.00620001,21.790001
21.790001,0.0032,22.110001
22.110001,-0.0033,21.780001
21.780001,-0.0016,21.620001
21.620001,0.00459999,22.08
22.08,-0.0026,21.82
21.82,0.0003,21.85
21.85,0.0031,22.16
22.16,-0.00110001,22.049999
22.049999,0.00120001,22.17
22.17,-0.0008,22.09
22.09,-0.00649999,21.440001
21.440001,-0.00040001,21.4
21.4,-0.00619999,20.780001
20.780001,0.00349998,21.129999
21.129999,-0.0107,20.059999
20.059999,0,20.059999
20.059999,0.0133,21.389999
21.389999,-0.00199998,21.190001
21.190001,0.0017,21.360001
21.360001,0.0042,21.780001
21.780001,0,21.780001
21.780001,0.00099998,21.879999
21.879999,-0.0024,21.639999
21.639999,-0.00019998,21.620001
21.620001,0.00389999,22.01
22.01,-0.00200001,21.809999
21.809999,0.00460001,22.27
22.27,0.0015,22.42
22.42,0.00270001,22.690001
22.690001,0.00279998,22.969999
22.969999,-0.0009,22.879999
22.879999,-0.00099998,22.780001
22.780001,0.0058,23.360001
23.360001,0.01059999,24.42
24.42,0.00289999,24.709999
24.709999,0.0184,26.549999
26.549999,0.00230002,26.780001
26.780001,-0.0024,26.540001
26.540001,0.0091,27.450001
27.450001,0.00479999,27.93
27.93,-0.017,26.23
26.23,0.0067,26.9
26.9,0.0086,27.76
27.76,1E-04,27.77
27.77,-0.0059,27.18
27.18,-0.01149999,26.030001
26.030001,-0.0049,25.540001
25.540001,0.00839998,26.379999
26.379999,0.00270001,26.65
26.65,-0.00430001,26.219999
26.219999,0.00600001,26.82
26.82,-0.003,26.52
26.52,-0.01460001,25.059999
25.059999,0.00610001,25.67
25.67,0.0008,25.75
25.75,-0.00700001,25.049999
25.049999,0.0008,25.129999
25.129999,-0.0075,24.379999
24.379999,0.00610001,24.99
24.99,0.0026,25.25
25.25,0.0033,25.58
25.58,-0.0015,25.43
25.43,-0.00309999,25.120001
25.120001,0.03849998,28.969999
28.969999,0.00140002,29.110001
29.110001,-0.00220002,28.889999
28.889999,-0.00199998,28.690001
28.690001,-0.00030001,28.66
28.66,0.0077,29.43
29.43,0.00529999,29.959999
29.959999,0.0092,30.879999
30.879999,-0.00179998,30.700001
30.700001,-0.0025,30.450001
30.450001,0.00509998,30.959999
30.959999,0.00740002,31.700001
31.700001,0.0125,32.950001
32.950001,-0.00350003,32.599998
32.599998,0.00030003,32.630001
32.630001,0.00419998,33.049999
33.049999,-0.0149,31.559999
31.559999,-0.00079999,31.48
31.48,0.0027,31.75
31.75,0.0125,33
33,-0.00279999,32.720001
32.720001,0.02129997,34.849998
34.849998,0.00010003,34.860001
34.860001,0.00689998,35.549999
35.549999,0.0034,35.889999
35.889999,-0.00489997,35.400002
35.400002,-0.00170002,35.23
35.23,0.00159999,35.389999
35.389999,0.00130001,35.52
35.52,-0.02170002,33.349998
33.349998,0.00330002,33.68
33.68,0.0039,34.07
34.07,0.00580002,34.650002
34.650002,0.00549999,35.200001
35.200001,-0.0107,34.130001
34.130001,0.01709999,35.84
35.84,0,35.84
35.84,9.998E-05,35.849998
35.849998,-0.00349998,35.5
35.5,-0.00459999,35.040001
35.040001,0.00540001,35.580002
35.580002,-0.0018,35.400002
35.400002,-0.00010003,35.389999
35.389999,0.01330002,36.720001
36.720001,-0.00420002,36.299999
36.299999,0.00020001,36.32
36.32,0.0093,37.25
37.25,0.00599998,37.849998
37.849998,0.0007,37.919998
37.919998,0.01130001,39.049999
39.049999,0.01459999,40.509998
40.509998,-9.998E-05,40.5
40.5,-0.0225,38.25
38.25,-0.00599998,37.650002
37.650002,0.01619998,39.27
39.27,-0.0084,38.43
38.43,-0.0075,37.68
37.68,-0.0136,36.32
36.32,-0.0134,34.98
34.98,0.00350002,35.330002
35.330002,-0.00460003,34.869999
34.869999,0.05240002,40.110001
40.110001,0.012,41.310001
41.310001,0.00289997,41.599998
41.599998,0.00480004,42.080002
42.080002,-0.00690003,41.389999
41.389999,-0.00729999,40.66
40.66,0.00979999,41.639999
41.639999,-0.0161,40.029999
40.029999,-0.00379997,39.650002
39.650002,-0.00980004,38.669998
38.669998,0.00270001,38.939999
38.939999,0.00069999,39.009998
39.009998,0.00140004,39.150002
39.150002,-0.00220002,38.93
38.93,0.00919998,39.849998
39.849998,0.00360001,40.209999
40.209999,0.0009,40.299999
40.299999,-0.00200001,40.099998
40.099998,0.02920002,43.02
43.02,0.0055,43.57
43.57,0.00189998,43.759998
43.759998,0.01940003,45.700001
45.700001,-0.0048,45.220001
45.220001,0.00629997,45.849998
45.849998,0.00080002,45.93
45.93,-0.00049999,45.880001
45.880001,0.00059998,45.939999
45.939999,0.00380001,46.32
46.32,0.01010002,47.330002
47.330002,-0.01140003,46.189999
46.189999,0.01100002,47.290001
47.290001,-0.00770001,46.52
46.52,0.00759999,47.279999
47.279999,-0.00599999,46.68
46.68,-0.00459999,46.220001
46.220001,-0.01030002,45.189999
45.189999,0.00490001,45.68
45.68,-0.00170002,45.509998
45.509998,0.00730004,46.240002
46.240002,-0.00080002,46.16
46.16,0.01729999,47.889999
47.889999,-0.00309997,47.580002
47.580002,-0.00110001,47.470001
47.470001,0.02969998,50.439999
50.439999,-0.00829998,49.610001
49.610001,0.00439998,50.049999
50.049999,-0.01489998,48.560001
48.560001,0.013,49.860001
49.860001,-0.01430001,48.43
48.43,0.00689999,49.119999
49.119999,0.00970001,50.09
50.09,0.02799999,52.889999
52.889999,0.01260003,54.150002
54.150002,0.00759998,54.91
54.91,0.00790001,55.700001
55.700001,0.0216,57.860001
57.860001,0.002,58.060001
58.060001,0.00239998,58.299999
58.299999,0.01610001,59.91
59.91,-0.01360001,58.549999
58.549999,0.01360001,59.91
59.91,-0.00220001,59.689999
59.689999,-0.00099999,59.59
59.59,-0.00240002,59.349998
59.349998,-0.05319999,54.029999
54.029999,0.00290001,54.32
54.32,0.00189998,54.509998
54.509998,0.00310002,54.82
54.82,0.0191,56.73
56.73,-0.00040001,56.689999
56.689999,-0.00859997,55.830002
55.830002,-0.01400002,54.43
54.43,0.02310002,56.740002
56.740002,0.00119999,56.860001
56.860001,-0.00119999,56.740002
56.740002,-0.0175,54.990002
54.990002,-0.00680001,54.310001
54.310001,-0.02330001,51.98
51.98,0.0025,52.23
52.23,0.01900001,54.130001
54.130001,0.00669998,54.799999
54.799999,-0.02349998,52.450001
52.450001,-0.0209,50.360001
50.360001,-0.01860001,48.5
48.5,0.01029999,49.529999
49.529999,-0.00680001,48.849998
48.849998,-0.00269996,48.580002
48.580002,0.0275,51.330002
51.330002,0.01139999,52.470001
52.470001,0.00489998,52.959999
52.959999,0.01010002,53.970001
53.970001,0.00680001,54.650002
54.650002,-0.00720002,53.93
53.93,-0.02420002,51.509998
51.509998,0.00290001,51.799999
51.799999,-0.00239998,51.560001
51.560001,-0.00479999,51.080002
51.080002,-0.01740002,49.34
49.34,-0.00139999,49.200001
49.200001,0.01599998,50.799999
50.799999,0.00190003,50.990002
50.990002,-0.00580002,50.41
50.41,-0.0091,49.5
49.5,-0.01919998,47.580002
47.580002,0.01169998,48.75
48.75,0.00490002,49.240002
49.240002,0.00649997,49.889999
49.889999,0.02590001,52.48
52.48,0.0084,53.32
53.32,0.00150001,53.470001
53.470001,0,53.470001
53.470001,-0.00639999,52.830002
52.830002,-0.00210003,52.619999
52.619999,-0.00719997,51.900002
51.900002,0.01369998,53.27
53.27,-0.00240001,53.029999
53.029999,-0.01129997,51.900002
51.900002,-0.0166,50.240002
50.240002,0.01349998,51.59
51.59,0.01360001,52.950001
52.950001,0.01959999,54.91
54.91,0.00889999,55.799999
55.799999,0.00380001,56.18
56.18,-0.00459999,55.720001
55.720001,0.0089,56.610001
56.610001,-0.0041,56.200001
56.200001,0.00979999,57.18
57.18,-0.00069999,57.110001
57.110001,-0.00080002,57.029999
57.029999,-0.01289997,55.740002
55.740002,-0.03780003,51.959999
51.959999,-0.02739998,49.220001
49.220001,0.01180001,50.400002
50.400002,-0.02130002,48.27
48.27,-0.03330001,44.939999
44.939999,0.0045,45.389999
45.389999,0.00650002,46.040001
46.040001,0.00309997,46.349998
46.349998,-0.00489997,45.860001
45.860001,-0.00270001,45.59
45.59,0.01549999,47.139999
47.139999,-0.00079998,47.060001
47.060001,-0.0068,46.380001
46.380001,-0.00850002,45.529999
45.529999,-0.0066,44.869999
44.869999,-0.00219997,44.650002
44.650002,0.00519996,45.169998
45.169998,-0.01199997,43.970001
43.970001,-0.01650001,42.32
42.32,0.00619999,42.939999
42.939999,0.00710003,43.650002
43.650002,-0.00640004,43.009998
43.009998,-0.00039997,42.970001
42.970001,-0.00960003,42.009998
42.009998,0.0116,43.169998
43.169998,0.01220001,44.389999
44.389999,-0.00299999,44.09
44.09,-0.0059,43.5
43.5,-0.00790001,42.709999
42.709999,-0.0116,41.549999
41.549999,-0.0027,41.279999
41.279999,0.0116,42.439999
42.439999,-0.01359997,41.080002
41.080002,0.01049999,42.130001
42.130001,0.00669998,42.799999
42.799999,0.00209999,43.009998
43.009998,-0.00209999,42.799999
42.799999,-0.01950001,40.849998
40.849998,-0.00619998,40.23
40.23,-0.00599999,39.630001
39.630001,0.02360001,41.990002
41.990002,-0.00290001,41.700001
41.700001,0.01059997,42.759998
42.759998,0.01040001,43.799999
43.799999,-0.0052,43.279999
43.279999,0.01460003,44.740002
44.740002,0.01349998,46.09
46.09,0.00869999,46.959999
46.959999,-0.0052,46.439999
46.439999,-0.00590001,45.849998
45.849998,0.0225,48.099998
48.099998,-0.00139999,47.959999
47.959999,-0.01379997,46.580002
46.580002,0.00209999,46.790001
46.790001,0.00200001,46.990002
46.990002,-0.01490002,45.5
45.5,0.01610001,47.110001
47.110001,-0.0191,45.200001
45.200001,0.0052,45.720001
45.720001,0.0314,48.860001
48.860001,-0.0257,46.290001
46.290001,0.00959999,47.25
47.25,0.0075,48
48,-0.01029999,46.970001
46.970001,-0.00780002,46.189999
46.189999,-0.02590001,43.599998
43.599998,0.00810002,44.41
44.41,-0.00459999,43.950001
43.950001,0.00309997,44.259998
44.259998,-0.01119999,43.139999
43.139999,-0.01239997,41.900002
41.900002,-0.00640004,41.259998
41.259998,0.01440003,42.700001
42.700001,0.00319999,43.02
43.02,0.00590001,43.610001
43.610001,-0.00560002,43.049999
43.049999,-0.00969997,42.080002
42.080002,-0.0009,41.990002
41.990002,-0.00300003,41.689999
41.689999,-0.00709999,40.98
40.98,0.00189998,41.169998
41.169998,0.00460003,41.630001
41.630001,0.01989998,43.619999
43.619999,0.0107,44.689999
44.689999,0.0293,47.619999
47.619999,0.00880001,48.5
48.5,0.0173,50.23
50.23,0.00119998,50.349998
50.349998,-0.00949996,49.400002
49.400002,0.01549999,50.950001
50.950001,0.00809997,51.759998
51.759998,0.00180001,51.939999
51.939999,-0.01699997,50.240002
50.240002,-0.00300003,49.939999
49.939999,-0.00689999,49.25
49.25,0.00860001,50.110001
50.110001,0.00459999,50.57
50.57,-0.008,49.77
49.77,-0.00170002,49.599998
49.599998,0.00170002,49.77
49.77,-0.0077,49
49,0.01810001,50.810001
50.810001,0.00209999,51.02
51.02,0.00779999,51.799999
51.799999,0.0159,53.389999
53.389999,0.0032,53.709999
53.709999,0.00690003,54.400002
54.400002,-0.01840001,52.560001
52.560001,0.00029999,52.59
52.59,-0.01349998,51.240002
51.240002,-0.00240002,51
51,-0.015,49.5
49.5,-0.0118,48.32
48.32,0.00729999,49.049999
49.049999,0.00549999,49.599998
49.599998,-0.00099998,49.5
49.5,-0.00830002,48.669998
48.669998,-0.0157,47.099998
47.099998,-0.01079998,46.02
46.02,0.00970002,46.990002
46.990002,-0.02230004,44.759998
44.759998,0.01060002,45.82
45.82,-0.0584,39.98
39.98,-0.01200001,38.779999
38.779999,0.00330002,39.110001
39.110001,-0.0114,37.970001
37.970001,0.00610001,38.580002
38.580002,0.00339996,38.919998
38.919998,-0.00619999,38.299999
38.299999,-0.00689998,37.610001
37.610001,-0.00490002,37.119999
37.119999,-0.01509998,35.610001
35.610001,-0.00119999,35.490002
35.490002,-0.00170002,35.32
35.32,0.01779998,37.099998
37.099998,-0.00539997,36.560001
36.560001,-0.0027,36.290001
36.290001,-0.0016,36.130001
36.130001,0.0182,37.950001
37.950001,0.00279999,38.23
38.23,0.01130001,39.360001
39.360001,-0.0073,38.630001
38.630001,0.00879997,39.509998
39.509998,-0.00059997,39.450001
39.450001,-0.00400002,39.049999
39.049999,0.0125,40.299999
40.299999,-0.0011,40.189999
40.189999,-0.00289997,39.900002
39.900002,-0.01590001,38.310001
38.310001,-0.00170002,38.139999
38.139999,0.00100003,38.240002
38.240002,0.00939998,39.18
39.18,-0.00439998,38.740002
38.740002,-0.00230004,38.509998
38.509998,-0.005,38.009998
38.009998,0.00060002,38.07
38.07,0.005,38.57
38.57,0.01439998,40.009998
40.009998,0.0266,42.669998
42.669998,-0.00459999,42.209999
42.209999,0.00360001,42.57
42.57,0.00389999,42.959999
42.959999,0.00310001,43.27
43.27,0.00020001,43.290001
43.290001,-0.0191,41.380001
41.380001,0.00450001,41.830002
41.830002,-0.00890003,40.939999
40.939999,-0.01009999,39.93
39.93,-0.005,39.43
39.43,0.0141,40.84
40.84,0.00020001,40.860001
40.860001,-0.0039,40.470001
40.470001,0.00539997,41.009998
41.009998,-0.00049999,40.959999
40.959999,0.00400002,41.360001
41.360001,-0.00209999,41.150002
41.150002,-0.01150002,40
40,0.00150002,40.150002
40.150002,0.00069999,40.220001
40.220001,-0.00240001,39.98
39.98,-0.00880002,39.099998
39.099998,-0.00549999,38.549999
38.549999,0.00720001,39.27
39.27,-0.00939998,38.330002
38.330002,0.00019996,38.349998
38.349998,0.01120003,39.470001
39.470001,-0.04870003,34.599998
34.599998,-0.00629997,33.970001
33.970001,-0.00139999,33.830002
33.830002,0.00399998,34.23
34.23,0.00220001,34.450001
34.450001,-0.0032,34.130001
